id,text,question,A,B,C,D,E,correct
A1234,"Spatial distributions of percent of normal monthly precipitation are presented for the months immediately prior to and during the 1982 rainy season in NE Brazil. A qualitative evaluation of several methods proposed for precipitation forecasting for the northeast has been made. The methods considered are: 1) teleconnections with cyclonic activity in the region of Newfoundland/Greenland; 2) relationship to Atlantic Ocean surface temperature anomalies; 3) preseason rainfall; and 4) time series extrapolation by harmonic analysis.
 ","What are the methods of forecasting precipitation in the Northeast?
 ","1) teleconnections with cyclonic activity in the region of Newfoundland/Greenland; 2) relationship to Atlantic Ocean surface temperature anomalies; 3) preseason rainfall; and 4) time series extrapolation by harmonic analysis.-from STAR
 ","Northeast Brazil
 ","It has increased precipitation, winds and extreme sea level events associated with a number of observed tropical cyclones.
 ","To establish trends in mangrove distributions and implications for provision of ecosystem services.
 ","It was impacted by both the wind and the changes in temperature of the sea surface resulting from this process.
 ",1) teleconnections with cyclonic activity in the region of Newfoundland/Greenland; 2) relationship to Atlantic Ocean surface temperature anomalies; 3) preseason rainfall; and 4) time series extrapolation by harmonic analysis.-from STAR
B2145,"Positive outlooks for fish biodiversity come from the evidence that individual fish populations respond positively to effective fisheries management (Hilborn and others, 2020) and that fish diversity and biomass increase within effective marine protected areas (Sala and Giakoumi, 2017). However, the global extinction of the smooth handfish Sympterichthys unipennis (Last and others, 2020) is a reminder that fish biodiversity continues to face significant threats as well. Both positive and negative outcomes are known because fishes continue to be among the most systematically studied and monitored components of marine ecosystems, mostly because of their economic value. Nonetheless, considerable fish diversity remains to be discovered: expert estimates indicate that at least another 700 fish species (approximately a 50 per cent increase over the number of currently known species) are yet to be described from the New Zealand exclusive economic zone and extended continental shelf alone (Gordon and others, 2010; Roberts and others, 2019). Further increase in capacity in taxonomy and biosystematics (Taxonomy Decadal Plan Working Group, 2018) and the integration of data from existing biodiversity collections (Nelson and others, 2015) and other sources (Edgar and others, 2016) would pave the way for more comprehensive, synthetic analyses of fish biodiversity over the near to medium term. In addition to improving our understanding of fish biodiversity, improved estimates of fish biomass are needed for some ocean zones, such as the pelagic zone. While it is estimated that mesopelagic fishes dominate global fish biomass, estimates of their biomass span several orders of magnitude and, therefore, the exact contribution that this group makes to global patterns remains poorly understood (Irigoien and others, 2014; Hidalgo and Browman, 2019). In addition, while there are no current estimates of species richness or biomass of bathypelagic fishes, which reside in the world’s largest environment (in terms of volume), it is highly likely that those fishes constitute a large portion of global fish biomass (Sutton and others, 2017). Since the first Assessment, the disposal of deep-sea mining water after ore removal has emerged as a significant threat to bathypelagic fishes (Drazen and others, 2019). Key knowledge and capacity gaps in fish biodiversity are summarized in table 5
 ","How many fish species from New Zealand are estimated to have not yet been discovered?
 ","Collapse of fish stocks.
 ","There are a number of threats to human health from the marine environment that have already been identified, as an increase in the spread of climate warming related pathogens (e.g. Vibrio). In addition, there is some evidence related to the increase of some harmful algal species related to climate warming in some regions (Hinder and others, 2012; Vezzulli and others, 2016).
 ","Amphiarius rugispinis, Aspistor quadriscutis, among others
 ","The global market and naval industry incapacity to meet the demand of the growing exploration activities, related to the recent discovery of new oil fields, in addition to the fact that they are located at a large distance from the shore (approximately 300km) and the environmental conditions being severe.
 ","At least 700 species
 ",At least 700 species
B2575,"Inputs of nitrogen (N) and phosphorus (P) to coastal ecosystems through river runoff and atmospheric deposition increased rapidly during the twentieth century owing to anthropogenic inputs derived primarily from the use of synthetic fertilizer, combustion of fossil fuels, cultivation of legumes (N2-fixation), production of manure by livestock and municipal wastes. Increases in anthropogenic nutrient inputs have fuelled a global increase in cultural eutrophication of the coastal ocean and now exceed inputs owing to natural processes. Ecological responses to the process of cultural eutrophication include increases in the severity and extent of coastal hypoxia, acidification and toxic algal events. Thus, cultural eutrophication is a serious threat to the health of coastal ecosystems and their capacity to provide services that are valued by society. It is projected that anthropogenic N and P production will increase by nearly a factor of two during the first half of the twenty-first century. Reducing anthropogenic inputs of N and P to the coastal ocean to minimize the extent and risk of coastal eutrophication during the course of the twenty-first century should be an international priority.
 ","In which ways can eutrophication cause a threat to coastal ecosystems?
 ","It may increase the incidence and severity of effects like coastal hypoxia, acidification and toxic algal events.
 ","With the increased proliferation of human-occupied and modified coastlines, there is a high risk of ecological disturbance to organisms that exclusively use the coastal zone for nesting or nursery purposes, which also reduces the overall bioproductivity of the coastal zone.
 ","Overfishing, eutrophication, ocean acidification and habitat alteration, would be beneficial to non-indigenous species.
 ","Coastal areas
 ","The study involved the implementation of a model that estimates the risk of losing ecosystem services used by different stakeholder groups as a function of (1) the climate threat, (2) the value of the service defined by the stakeholder perception, and (3) the vulnerability of each group in relation to a possible service loss.
 ","It may increase the incidence and severity of effects like coastal hypoxia, acidification and toxic algal events."
A508,"The collaboration between Petrobras and Westinghouse has resulted in the development of a conceptual design for a subsea multiphase-flow pumping system. The system, called SBMS-500, features 500 m3/hr total flow rate, up to 6 Mpa of pressure increase, up to 95% gas-void fraction (GVF) at the suction, and about 1.2 MW of power on the shaft. Concurrently with the system's development, Petrobras created a new program named Procap-2000 aimed at technological innovation for deepwater exploitation systems. Procap has led to the development of the subsea multiphase flow pumping system (SMFPS) based on the SBMS-500 prototype. The SMFPS features several subsystems that incorporate electrical motors and ancillary equipment.
 ","Who developed the SBMS-500 prototype?
 ","The subsea multiphase flow pumping system(SMFPS) was based on the SBMS-500 prototype.
 ","A collaboration between Petrobras and Westinghouse.
 ","The development, together with universities, service companies and the industry, of new technologies for the offshore heavy oil fields, to thereby set the basis for the economical development of the significant volumes of heavy oil already discovered offshore Brazil.
 ","At a Petrobras refinery.
 ","Petrobras
 ",A collaboration between Petrobras and Westinghouse.
A411,"With the application of new technologies for processing and interpreting seismic data, PETROBRAS, in recent years, has achieved great success in the discovery of giant oil fields underlying thick layers of rock salt. Due to the mechanical behavior of these rocks, subject to the creep phenomenon, it was developed a large research and development project in order to determine the creep properties of these rocks and the application of computational simulations to predict the behavior of deep wells during the drilling of these layers. If on one hand the salt layers, with thicknesses ranging from 2000m to 5000 m, are a challenge in drilling activity, they can be considered in the logistic flow of gas and final destination of CO2. The rock salt has negligible porosity when compared to other geomaterials, which guarantees excellent impermeability to most fluids and gases, even under high pressures. Another phenomenon associated with rock salt is the process of self-healing. Taking advantage of these physical-chemical and structural properties of rock salt, caverns opened by dissolution in salt domes have been used for storage of hydrocarbons and other products. Considering the large regional thicknesses and continuity of rock salt overlying the presalt reservoirs, PETROBRAS is studying the strategy and technical and economic feasibility for the use of underground storage of natural gas and CO2 in salt caverns. Despite being a technology already dominated worldwide is unprecedented, the offshore application in deep and ultra-deep water.
 ","What is the range of rock salt thicknesses?
 ","Caves opened in the layers of rock salt can be used to store hydrocarbons and other products.
 ","By using supercomputers it creates a model of the subsurface and the rock layers.
 ","It is difficult to calculate the cost of developing fields under the salt layer in Brazil, but these may exceed those borne so far. If that layer becomes an object of commercial exploitation, that value could reach US $ 4,000 million or more.
 ","The development, together with universities, service companies and the industry, of new technologies for the offshore heavy oil fields, to thereby set the basis for the economical development of the significant volumes of heavy oil already discovered offshore Brazil.
 ","Rock salt's thickness ranges from 2000m to 5000m.
 ",Rock salt's thickness ranges from 2000m to 5000m.
A1075,"The Santos Basin Pre-Salt Cluster (SBPSC), Offshore Southeast Brazil, is a unique scenario, posing great development challenges. The microbial carbonate reservoir is unusual regarding its origin and petrophysical properties; the fluids have a variable CO2 content; the few analogue reservoirs around the world do not compare in terms of volumes, water depth and distance to the coast; and there are also flow assurance issues. Considering the importance of these reserves for the Brazilian economy and the opportunity to accelerate cash flow, Petrobras and its partners have opted for a fast track development, including extended well tests (EWTs) and production pilots. The current Petrobras Business Plan (2011-15) foresees mat the SBPSC areas alone will produce over 500,000 boe/d in 2015 and over 1,100,000 boe/d in 2020. These numbers refer only to Petrobras share and do not include me transfer of rights with economic compensation from the Brazilian government to Petrobras. Therefore, the initial development phase will have to cope with several uncertainties, mainly the subsurface ones. Some of the most relevant are the quality and the heterogeneity degree of each reservoir zone; the compositional grading of the fluids; the performance of different EOR methods; and the presence of fractures affecting the flow. How to specify and anticipate the acquisition of expensive equipment, such as FPSOs and subsea devices, with uncertainties to be clarified? When is it worth to invest in more data acquisition, such as EWTs, core and fluid sampling, extensive lab analysis or even more appraisal wells? The timing and the uncertainty reduction foreseen for each initiative must be taken into account. On the other hand, when is it better to pay for extra flexibilities, accepting the inevitable CAPEX increase? Some examples would be: smart completions and possibility to inject different chemical products in the wells; gas and water separated lines for each satellite injector; flexible subsea layout, allowing multiples strategies and the addition of more wells; FPSO plants designed to inject desulphated water, or to export, import or reinject me gas, and also to separate variable CO2 contents in the produced fluids. This paper aims to discuss the influence of the main subsurface uncertainties in the selection of alternatives to develop the giant fields in the SBPSC, in a fast track way.
 ","Why did Petrobras and its partners opt for accelerated development?
 ","Some examples would be: smart completions and possibility to inject different chemical products in the wells; gas and water separated lines for each satellite injector; flexible subsea layout, allowing multiples strategies and the addition of more wells; FPSO plants designed to inject desulphated water, or to export, import or reinject me gas, and also to separate variable CO2 contents in the produced fluids
 ","Due to the importance of these reserves to the Brazilian economy and the opportunity to accelerate cash flow
 ","The development, together with universities, service companies and the industry, of new technologies for the offshore heavy oil fields, to thereby set the basis for the economical development of the significant volumes of heavy oil already discovered offshore Brazil.
 ","The Pre-Salt section of Santos Basin, in the Brazilian offshore.
 ","Petrobras
 ",Due to the importance of these reserves to the Brazilian economy and the opportunity to accelerate cash flow
A1051,"Shipyards impact on estuarine environments because of the use of antifouling paints and petroleum products, which release trace metals that may remain in their bioavailable or labile form. Regardless of its importance, the relation between continuous input of trace metals (hotspot area) and their availability in the water column has been scarcely studied. This study evaluated seasonal variations in the concentrations of labile fractions of metals in shipyards located in estuarine areas on the Brazilian subtropical coast. These fractions were determined by the Diffuse Gradients in Thin Films (DGT) technique. Maximum labile fraction concentrations of Cr (0.3 μg L-1), Ni (2.2 μg L-1) and V (2.0 μg L-1) are directly related to (i) their specific source: antifouling paints (for Cr), metal and steel alloys (for Cr and Ni) and petroleum products (for V), besides (ii) periods of intensive traffic and vessel repair. Additionally, variations in labile fractions of Ni and V in the Patos Lagoon estuary were influenced by salinity, which is known to affect metal desorption from surface sediments in resuspension events. Even though Cr is affected by the same processes, it is available as Cr(III) and does not represent any ecological risk in the study areas. Although the areas under study are affected by variations in physical and chemical conditions, shipyards were effectively hotspots of trace metals in their labile fraction in various estuarine systems in southeastern and southern Brazil. Thus, they represent areas where Ecological Risk Assessment, mainly of V, should be carried out.
 ","Where is the hotspots of trace metal in its labile fraction?
 ","At shipyards in various estuarine systems in southeastern and southern Brazil.
 ","seasonal fluctuation in sunlight, cloud cover, tidal variations in water depth and (most significantly, where it occurs) turbidity in the water, caused, for example, by resuspension of sediment by tides or storms or by coastal erosion.
 ","Coastal areas
 ","The study involved the implementation of a model that estimates the risk of losing ecosystem services used by different stakeholder groups as a function of (1) the climate threat, (2) the value of the service defined by the stakeholder perception, and (3) the vulnerability of each group in relation to a possible service loss.
 ","This may be related to the life cycle of many species, which reproduce in the warmer months, and whose offspring use estuaries as breeding areas.
 ",At shipyards in various estuarine systems in southeastern and southern Brazil.
A1016,"This paper presents the experimental results obtained from the model tests performed at the IPT (State of São Paulo Technological Research Institute) towing tank, located in São Paulo, Brazil. The model used was the semi-submersible ITTCSR192, at a scale 1:105. The main focus of this study is the analysis of the risers influence on the floating unit dynamics, taking into account damping effects caused by the lines. In order to establish basis of comparison the tests were performed with and without risers. These were modeled as a group of large diameter hoses that are able to provide a significant increment in the damping of the system. By such approach, it was possible to evaluate the changes on the dynamic behavior of the unit induced by the presence of risers. As an additional investigation tool, these results were analyzed with the aid of the software Numerical Offshore Tank (Tanque de Provas Numérico - TPN), which is a dynamic simulator of offshore systems based on parallel-processing developed by means of a partnership between the University of São Paulo, Petrobras and other Brazilian research institutions. By means of the comparisons between the model tests results with and without risers and of the results from the numerical tool, TPN, the dynamic behavior of the floating unit was investigated in terms of the effects caused by the presence of risers, which is a very relevant subject as offshore industry walks towards ultra-depth waters.
 ","Which model and scale were used in the tests on the trailer tank of the IPT (Institute of Technological Research of the State of São Paulo)?
 ","A good agreement was observed between the numerical simulations and the experimental results
 ","The study involved the implementation of a model that estimates the risk of losing ecosystem services used by different stakeholder groups as a function of (1) the climate threat, (2) the value of the service defined by the stakeholder perception, and (3) the vulnerability of each group in relation to a possible service loss.
 ","It was impacted by both the wind and the changes in temperature of the sea surface resulting from this process.
 ","Due to its occurrence in different structures, such as electric cables, industrial chimneys and offshore risers.
 ","semi-submersible ITTCSR192, in the scale 1: 105 .
 ","semi-submersible ITTCSR192, in the scale 1: 105 ."
B2163,"Changes in impact Coastal erosion and changes in sedimentation pose severe risks to coastal infrastructure, property, economic activities and ecological systems, and adaptation calls for significant investment. There is a tendency towards increasing damage from coastal erosion in specific locations that severely affects coastal socioeconomic activities and properties (Gopalakrishnan and others, 2016; Nguyen and others, 2018 ; Stronkhorst and others, 2018). The projection for risk and damage associated with coastal erosion and changes in sedimentation indicates that they are likely to increase in the future (Dunn and others, 2019). Ecosystem impacts from coastal erosion and changes in sedimentation can be substantial, in particular if there is a transformation from long-term accretion to erosion. Coastal wetlands are at significant risk, as many of them were developed during the relative mean sea level standstill of the late Holocene (Jones and others, 2019) and may not keep up with the rising seas in the future (Myers and others, 2019). Other geomorphic features sensitive to changing patterns of erosion and sedimentation include mangrove coasts, barrier coasts and small islands. There is a high risk of ecological disturbance for organisms that exclusively use the coastal zone for nesting or nurseries, with increased proliferation of human-occupied and modified shorelines also reducing the overall bioproductivity of the coastal zone (Rangel-Buitrago and others, 2018b). Major socioeconomic impacts will occur at locations where erosion coincides with high population density. Existing problems have been identified adjacent to the Ganges, Mekong, Yellow, Yangtze, Volta and Mississippi river deltas. For other parts of the coast, the management of erosion hazards through the use of engineering interventions requires longterm commitments to maintenance, including the cost of upgrading coastal defensive works, with potential risk to human safety and livelihoods if defences are subject to decline. Local sea level rise and storminess vary significantly between regions. Based on long-term satellite data, wave height shows an overall global increase (Young and Ribal, 2019), but large regional differences are reported, from large changes in the Southern Ocean to negligible effects in the North Sea (De Winter and others, 2012). Such spatial variations are likely to result in regional variations in erosion and sedimentation (Brown and others, 2016).
 ","What are examples of geomorphic shapes that are altered by changes in sedimentation and erosion?
 ","With the increased proliferation of human-occupied and modified coastlines, there is a high risk of ecological disturbance to organisms that exclusively use the coastal zone for nesting or nursery purposes, which also reduces the overall bioproductivity of the coastal zone.
 ","Major socioeconomic impacts will occur at locations where erosion coincides with high population density.
 ","There are a number of threats to human health from the marine environment that have already been identified, as an increase in the spread of climate warming related pathogens (e.g. Vibrio). In addition, there is some evidence related to the increase of some harmful algal species related to climate warming in some regions (Hinder and others, 2012; Vezzulli and others, 2016).
 ","Coastal wetlands, mangrove coasts, barrier coasts and small islands.
 ","Coastal areas
 ","Coastal wetlands, mangrove coasts, barrier coasts and small islands."
A1549,"Several Mesozoic successions of the Southern Tethyan margin were accumulated on a carbonate platform evolving to pelagic plateau depositional systems. Rifting paleotectonics was the main process conditioning their tectono-sedimentary evolution. The well-exposed outcrops in NW Sicilian fold and thrust belt of the so-called Trapanese carbonate platform to pelagic succession highlight the occurrence of lateral facies and thickness changes, paleofaults, volcanics, and resedimented deposits. The integration of facies analysis, stratigraphic data, and subsidence history have permitted to decipher the polyphase tectono-sedimentary evolution and to distinguish different depositional settings. Structural lows, filled with up to 100m-thick of pillow lavas and reworked deposits, appear as intraplatform basins bordered by structural highs, as horst ridges, characterised by condensed sedimentation, and isolated seamounts. These sectors were linked among them by stepped fault margins, scalloped margins and depositional slopes. The tectonic history, highlighted by the backstripped sections, reveals superimposed evolutionary stages reflecting rifting and rapid tectonic subsidence, leading to continental break-up (Late Triassic-Early Jurassic stage); the Middle Jurassic stage reflects slow thermal subsidence in the basin shoulders and higher rates in the intervening depressions; the Late Jurassic-Early Cretaceous regional uplift interrupts the thermal subsidence curve trend. The tract of the Late Cretaceous-Eocene curve suggests again slow thermal post-rift subsidence, also influenced by sediment load. The different subsidence curves, reconstructed from different positions in the sedimentary basin, demonstrate that its evolution could be driven by the identified syn-sedimentary faults that were formed and/or re-activated during several tectonic events encompassing the whole Jurassic-Cretaceous time period. The regional significance of this tectonics indicates that the Sicilian sector of the Southern Tethyan continental margin was tectonically active for the whole Mesozoic. The reconstructed paleophysiography of the Trapanese continental margin, during the Mesozoic, appears characterized by a segmented and drowned carbonate platform with morphostructural highs separated by deep channels. The comparison to the present-day morphostructural setting of some regions of the Atlantic continental margins (e.g. Caribbean, Brazilian Equatorial Margin), suggests also for the study region that the occurrence of transcurrent/transform faults and stretching of the continental lithosphere can have played an important role in determining the physiographic conformation.
 ","What is revealed at each stage of the backstripped sections?
 ","The Late Triassic-Early Jurassic stage reveals superimposed evolutionary stages reflecting rifting and rapid tectonic subsidence, leading to continental break-up; the Middle Jurassic stage reflects slow thermal subsidence in the basin shoulders and higher rates in the intervening depressions; the Late Jurassic-Early Cretaceous regional uplift interrupts the thermal subsidence curve trend.
 ","To investigate the nature and the role played by the Piúma lineage in the tectonic evolution of the Mantiqueira Province and adjacent to the Campos Basin.
 ","The study involved the implementation of a model that estimates the risk of losing ecosystem services used by different stakeholder groups as a function of (1) the climate threat, (2) the value of the service defined by the stakeholder perception, and (3) the vulnerability of each group in relation to a possible service loss.
 ","The deposition of siliciclastic and carbonate facies in a shallow water platform environment.
 ","It was impacted by both the wind and the changes in temperature of the sea surface resulting from this process.
 ","The Late Triassic-Early Jurassic stage reveals superimposed evolutionary stages reflecting rifting and rapid tectonic subsidence, leading to continental break-up; the Middle Jurassic stage reflects slow thermal subsidence in the basin shoulders and higher rates in the intervening depressions; the Late Jurassic-Early Cretaceous regional uplift interrupts the thermal subsidence curve trend."
B2567,"Environmental impacts Offshore oil and gas exploration and development practices have evolved significantly in terms of minimizing impacts on the surrounding environment, but operational and accidental discharges and other environmental impacts still occur. Operational discharges include chemicals that arise from drilling activities, produced water, drilling muds and cuttings, as well as small amounts of treated domestic and sanitary wastes. Noise, seabed disturbance and loss of biodiversity are frequent further significant impacts. In addition, the installation of pipelines and related infrastructure also contributes to certain discharges into the marine environment. The decommissioning of installations can also be carried out with more or less severe environmental impacts, depending on removal methodologies and subsequent environmental follow-up measures. Produced water is a mix of oil and water from underground formations brought to the surface during production. The percentage of water, which is initially small, increases over time, while that of hydrocarbons decreases (Clark and Veil, 2009). The global average is estimated at three barrels of produced water for each barrel of oil (Khatib and Verbeek, 2002). Older wells, meanwhile, can display a ratio in excess of 50 barrels of produced water for each barrel of oil. According to a study by IFP Énergies Nouvelles, produced water is set to exceed 300 million barrels per day in 2020 at the global level, an increase of 20 per cent over 2008 levels. Most of the increase is expected from offshore oil and gas production (IFP Énergies Nouvelles, 2011). Disposal options include injection into the same formation from where the oil is produced, treating the produced water to meet a certain quality standard and then either discharging it into the environment or using treated water in oil and gas field operations. While most of the treated produced water onshore is injected underground, in the offshore environment, it is discharged in the marine environment. Such discharges are often regulated by local or national water quality regulations, such as the Clean Water Act in the United States. The United States Department of Energy is currently investing $4.6 million to fund projects that would advance produced water treatment technologies (Department of Energy, 2019). Although the funded projects focus on landbased drilling, many advances will be relevant to offshore oil and gas production. The emission of criteria pollutants related to platform or non-platform sources can have an impact on air quality in the vicinity of the drilling and production platforms. Platform sources comprise emissions from on-board equipment, such as boilers, natural gas engines and pneumatic pumps, while non-platform sources comprise emissions from pipe-laying operations, support and survey vessels and helicopters. In addition, open flaring of unwanted or excess gas from production platforms affects air quality.
 ","Which are the main environmental impacts of offshore gas and oil production?
 ","It is the treated produced water.
 ","Sub-Antarctic Platform Water, Tropical Water and Central Atlantic South Water
 ","Operational discharges, noise, seabed disturbance, loss of biodiversity and the discharges related to the installation of pipelines and related infrastructure.
 ","Some examples would be: smart completions and possibility to inject different chemical products in the wells; gas and water separated lines for each satellite injector; flexible subsea layout, allowing multiples strategies and the addition of more wells; FPSO plants designed to inject desulphated water, or to export, import or reinject me gas, and also to separate variable CO2 contents in the produced fluids
 ","The deposition of siliciclastic and carbonate facies in a shallow water platform environment.
 ","Operational discharges, noise, seabed disturbance, loss of biodiversity and the discharges related to the installation of pipelines and related infrastructure."
B2153,"There are a number of threats to human health arising from the marine environment that have now been identified: Increase in the spread of pathogens related to climate warming (e.g., Vibrio). Also, there is some evidence related to an increase in some harmful algal bloom species related to climate warming is some regions (Hinder and others, 2012; Vezzulli and others, 2016); Recently, non-indigenous species, sometimes called invasive alien species, have started to be considered as one of the major threats to global marine ecosystems through impacts on the ecosystems’ structure, function and services (Galil, 2018). A small number of poisonous or venomous marine non-indigenous species represent potential threats to human health. Intensification of anthropogenic activities, coupled with rapidly increasing coastal urbanization, drive complex and fundamental changes in coastal waters, including increases in alien species. Some of the alien venomous and poisonous species have attracted the attention of scientists, managers, the media and the public for their conspicuous human health impacts. In the Mediterranean alone, 10 non-indigenous species are considered human health hazards, running the gamut from nuisance to lethal (Galil, 2018). Human health hazards of non-indigenous species are expected to worsen as a result of climate change. The poleward influx of warm water biota enables them to spread to regions as yet uncolonized; A further, recently identified health threat is the potential role of plastic marine litter as a vector for opportunistic human pathogens and antibiotic-resistant microorganisms (Barboza and others, 2018; Harrison and others, 2018; Imran and others, 2019). Various pathogenic bacteria bind, in particular and strongly, to plastic litter (for example, Vibrio cholerae and some strains of Escherichia coli). Such human pathogens can colonize plastic surfaces in stable biofilms. The scientific and medical understanding of that health threat of plastic pollution is inadequate but the threat is dealt with as a further aspect of the problem of marine litter discussed in chapter 12. A severe problem could arise in areas that are highly polluted as a result of natural disasters, climate crises or occurring epidemics, or in conflict zones (Vethaak and Leslie, 2016; Keswani and others, 2016; Galloway and others, 2017; Leonard and others, 2018a, 2018b; Moore and others, 2014).
 ","What are the consequences of plastic waste in oceans for humans?
 ","There are a number of threats to human health from the marine environment that have already been identified, as an increase in the spread of climate warming related pathogens (e.g. Vibrio). In addition, there is some evidence related to the increase of some harmful algal species related to climate warming in some regions (Hinder and others, 2012; Vezzulli and others, 2016).
 ","They represent a threat to human health, acting as vectors for pathogens
 ","Non-indigenous species are those that have overcome a natural dispersal barrier and become established in a biogeographical area outside their native range.
 ","It may result in an increased deposit of harmful materials and excess nutrients into the ocean, increased levels of sewage discharge and plastic materials, resulting in the creation of large quantities of marine debris and negative impacts to marine life, ocean aesthetic, and socioeconomic effects.
 ","Hg bioaccumulation and biomagnification processes may lead public health risks to the local human population due to the consumption of contaminated food items, such as crabs.
 ","They represent a threat to human health, acting as vectors for pathogens"
A1880,"Estuarine systems are very sensitive environments to sea level rise as a consequence of climate changes, which can enhance seawater intrusion and affect multiple water uses. The seawater intrusion under sea level scenarios in an estuarine river by applying the one-dimensional hydrodynamic and water quality model HEC-RAS 5.0.5 was studied. The study was carried out at the estuarine reach of Cubatão River, in São Paulo, Brazil. Considering sea level rise scenarios of ΔH = 0.25 m, 0.50 m, and 1.0 m combined with constant freshwater discharge conditions for Cubatão River (16 m3/s, mean annual discharge and 8 m3/s, dry season discharge), the model results showed that seawater intrusion moves significantly upstream the river in all cases and the maximum seawater intrusion length may reach 10 km in the worst scenario (ΔH = 1.0 m and 8 m3/s freshwater discharge), 70% higher than the current sea level and the mean discharge. At the local water abstraction point for urban supply, salinity concentration may reach 12 g/kg, making conventional water treatment unfeasible. Sea level rise may threaten water supply facilities and require water resource management solutions, such as water abstraction restricted times when salinity concentration is low; higher freshwater reservation; new water abstraction locations, farther the present ones; or higher water discharges in Cubatão River from a local hydroelectric power plant, which can cause water resource management conflicts.
 ","What was studied in this article?
 ","The seawater intrusion under sea level scenarios in an estuarine river.
 ","Sub-Antarctic Platform Water, Tropical Water and Central Atlantic South Water
 ","It is the treated produced water.
 ","Increase in seawater temperature.
 ","Ocean warming and acidification, sea level rise, biological invasions and their interactions with pollution, overfishing, and other stressors
 ",The seawater intrusion under sea level scenarios in an estuarine river.
A520,"The coastal zone, where most of the Brazilian population lives, plays a central role for discussing vulnerability and adaptation strategies to climate change. Besides saltmarshes, mangroves and coral reefs, this region also presents seagrass beds, macroalgae and rhodolith beds, forming underwater forests, which are key habitats for services such as biodiversity conservation, O2 production, and absorption of part of the CO2 from the atmosphere. Science endorses that ocean warming and acidification, sea level rise, biological invasions and their interactions with pollution, overfishing, and other stressors undermine the structure and functioning of these ecosystems, thus increasing the region's socio-environmental vulnerability. Ecosystem conservation, management and potential bioremediation/restoration using science-based solutions must be prioritized in order to reduce the vulnerability of coastal communities and the ocean.
 ","What are the elements that provide an adequate habitat for the Brazilian coastal zone?
 ","Ocean warming and acidification, sea level rise, biological invasions and their interactions with pollution, overfishing, and other stressors
 ","Marshes, mangroves, coral reefs, seagrass mats, macroalgae and rhodolith beds.
 ","The study involved the implementation of a model that estimates the risk of losing ecosystem services used by different stakeholder groups as a function of (1) the climate threat, (2) the value of the service defined by the stakeholder perception, and (3) the vulnerability of each group in relation to a possible service loss.
 ","Climate change, dam construction, deforestation, pollution, overfishing, tourism and aquaculture are the main threats to ecosystem productivity and habitat quality.
 ","With the increased proliferation of human-occupied and modified coastlines, there is a high risk of ecological disturbance to organisms that exclusively use the coastal zone for nesting or nursery purposes, which also reduces the overall bioproductivity of the coastal zone.
 ","Marshes, mangroves, coral reefs, seagrass mats, macroalgae and rhodolith beds."
A1213,"If breakwaters, which are exposed to large wave forces, have to be placed on sites with weak foundation soils, it is customary to dredge the poor layers and replace them with sand. In connection with projects for offshore breakwaters in Brazil some new types of breakwaters have been developed. This paper discusses the geotechnical stability of various types of breakwaters and, in particular, the risk of liquefaction due to shaking by earthquakes or waves.
 ","What was the impact on Brazilian corals?
 ","This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
 ","There are a number of threats to human health from the marine environment that have already been identified, as an increase in the spread of climate warming related pathogens (e.g. Vibrio). In addition, there is some evidence related to the increase of some harmful algal species related to climate warming in some regions (Hinder and others, 2012; Vezzulli and others, 2016).
 ","With the increased proliferation of human-occupied and modified coastlines, there is a high risk of ecological disturbance to organisms that exclusively use the coastal zone for nesting or nursery purposes, which also reduces the overall bioproductivity of the coastal zone.
 ","Demands to make them available for deployment in offshore subsea areas.
 ","Corals showed a trend reversal in the growth rate
 ",Corals showed a trend reversal in the growth rate
