id_qa,corpus,question_en_origin,question_pt_origin,question_en_paraphase,question_pt_paraphase,answer_en_origin,answer_pt_origin,answer_en_validate,answer_pt_validate,eid_article_scopus,text_excerpts_un_reports,question_generic,answer_in_text,answer_difficulty,question_meaningful,answer_equivalent,question_type
A1225,1,Why is it necessary to remove hydrogen sulfate?,Por que é necessário remover o sulfato de hidrogênio?,"
Why is it necessary to remove hydrogen sulphate during Pre-Sal drilling?",Por que é necessário remover o sulfato de hidrogênio durante a perfuração do Pré-Sal?,Hydrogen sulfide is a poisonous gas and very harmful to life.,O sulfato de hidrogênio é um gás venenoso e muito prejudicial a vida.,"
Hydrogen sulfide is a poisonous gas, very harmful to life, and its removal is essential to meet sulfur emissions as well as to ensure system and piping integrity.","O sulfeto de hidrogênio é um gás venenoso, muito prejudicial à vida, e sua remoção é essencial para atender às emissões de enxofre, bem como para garantir a integridade do sistema e da tubulação.",2-s2.0-84939544665,"",false,true,2,3,5, Why
A1226,1,"What is the distance between the reservoir in Campos Basin, initially discovered in January 2001, and the coast?","Qual a distância entre o reservatório da Bacia de Campos, descoberto inicialmente em janeiro de 2001, e o litoral?","","",It is about 80 kilometer,É cerca de 80 quilômetros,The distance is 80km.,A distância é de 80km.,2-s2.0-36768397,"",false,true,1,5,4, What
A1231,1,"To what purpose was the ""mixed metal oxy hydroxide (MMH-type) system"" used for?","Para que propósito o "" sistema metal-oxidohidróxido"" foi utilizado?","What is the purpose of the ""metal-oxidehydroxide system"" used?","Qual a finalidade do "" sistema metal-oxidohidróxido"" utilizado?",The (MMH-type) system was used to successfully drill an ultra Deepwater well offshore Brazil.,"O sistema (MMH-type) foi utilizado para perfurar um poço de ""águas profundas"" no mar do Brasil.",Was used to successfully drill an ultra deepwater well offshore Brazil.,Para perfurar com sucesso um poço em águas ultraprofundas na costa do Brasil. ,2-s2.0-84888967977,"",false,true,3,5,3, What
A1233,1,Where are the new deep water drilling rigs being tested?,Onde estão sendo testados os novos equipamentos de perfuração em aguas profundas?,Where are the new equipment being tested in Brazil? ,Onde o novo equipamento está sendo testado no Brasil? ,"In the Albacora Field, in the Campos Basin, on the Brazilian coast.","No Campo de Albacora, na Bacia de Campos, no litoral brasileiro.",In the Albacora Field of the Campos Basin in offshore Brazil. ,No campo Albacora dos Campos Basin no alto mar do Brasil.,2-s2.0-84888934569,"",true,true,2,5,5, Where
A1234,1,What are the methods of forecasting precipitation in the Northeast?,Quais são os métodos de previsão de precipitação no Nordeste?,By which ways can the forecasting of precipitation in the Northeast be made?,De que formas a previsão de precipitação no Nordeste pode ser feita?,1) teleconnections with cyclonic activity in the region of Newfoundland/Greenland; 2) relationship to Atlantic Ocean surface temperature anomalies; 3) preseason rainfall; and 4) time series extrapolation by harmonic analysis.-from STAR,1) teleconexões com atividade ciclônica na região de Newfoundland / Greenland; 2) relação com anomalias de temperatura da superfície do Oceano Atlântico; 3) precipitação pré-temporada; e 4) extrapolação de séries temporais por análise harmônica. de STAR,teleconnections with cyclonic activity in the region of Newfoundland/Greenland; Relationship to Atlantic Ocean surface temperature anomalies; preseason rainfall and time series extrapolation by harmonic analysis.,teleconexões com atividade ciclônica na região de Newfoundland / Groenlândia; Relação com anomalias de temperatura da superfície do Oceano Atlântico; precipitação de pré-temporada e extrapolação de séries temporais por análise harmônica ,2-s2.0-20220489,"",false,true,2,5,5, What
A1235,1,What prevents the adoption of side-by-side offloading operations on the Brazilian coast?,O que impossibilita a adoção de operações de descarregamento lado a lado na costa brasileira?,What condition hinders the use of side-by-side offloading operations off the Brazilian coast?,Qual condição dificulta o uso de operações de descarregamento lado a lado na costa brasileira?,Environmental conditions in Brazilian waters would demand very large operational availability.,As condições ambientais nas águas brasileiras demandariam uma disponibilidade operacional muito grande.,Due to the environmental conditions in Brazilian waters.,Devido às condições ambientais das águas brasileiras.,2-s2.0-77955388680,"",false,true,3,5,3, What
A1236,1,"What is GeDIg, a corporate program created by Petrobras in 2005, for?","Para que serve o GeDIg, um programa corporativo criado pela Petrobras em 2005?",What is the purpose of the corporate program GeDIg created by Petrobras in 2005?,Qual é o propósito do programa corporativo GeDIg criado pela Petrobras em 2005?,GeDIg is designed to guide and implement Digital Integrated Field Management among its production assets.,O GeDIg foi projetado para guiar e implementar a gestão digital integrada do campo entre seus ativos de produção.,A program to guide and implement Digital Integrated Field Management among its production assets,Um programa para orientar e implementar o Gerenciamento de Campo Digital Integrado entre seus ativos de produção,2-s2.0-70449127482,"",false,true,2,5,5, What
A1237,1,What are some characteristics that should be considered when identifying different liquefaction processes?,Cite algumas das características que devem ser consideradas na identificação de diferentes processos de liquefação.,What should be considered when identifying different liquefaction processes?,O que deve ser considerado na identificação de diferentes processos de liquefação?,"Motion effects, footprint, robustness, operational flexibility and easiness, safety, maintenance and availability.","Efeitos de movimento, pegada, robustez, flexibilidade e facilidade operacional, segurança, manutenção e disponibilidade.","Characteristics such as motion effects, footprint, robustness, operational flexibility and asiness, safety, maintenance and availability.","Características como efeitos de movimento, pegada, robustez, flexibilidade operacional e asiness, segurança, manutenção e disponibilidade.",2-s2.0-77955388680,"",false,true,2,4,5, What
A1238,1,"Despite being an unproven technology, what is said to be an alternative to the natural gas production volume close to 2.5 MTPA? ","Apesar de ser uma tecnologia ainda não provada, qual é dita como uma alternativa para o volume de produção de gás natural perto de 2.5 MTPA? ",What can be a good solution for a natural gas volume production around 2.5 MTPA?,"O que pode ser uma boa solução para uma produção de gás natural em torno de 2,5 MTPA?",Floating Liquefied Natural Gas (FLNG).,Gás Natural Liquefeito Flutuante (GNLF).,Floating Liquefied Natural Gas (FLNG).,"Resultados de tradução
Gás Natural Liquefeito Flutuante (FLNG).",2-s2.0-77955388680,"",false,true,2,5,5, What
A1239,1,In which five different areas was The GeDIg-BRC pilot project divided?,Em quais cinco diferentes áreas o projeto piloto GeDIg-BRC foi divido?,"","","Real time production operations monitoring, integrated planning, process design, change management, and collaborative environment design and construction.","Monitoramento da produção em tempo real, planejamento integrado, criação de processos, controle de mudanças e construção e projeto colaborativo ambiental.","Real time production operations monitoring, integrated planning, process design, change management, and collaborative environment design and construction.","Monitoramento de operações de produção em tempo real, planejamento integrado, projeto de processo, gerenciamento de mudança e projeto e construção de ambiente colaborativo. ",2-s2.0-70449127482,"",false,true,1,5,5, What
A1240,1,What Petrobras is doing to improve oil and gas production?,"O que a Petrobras está fazendo para melhorar a produção de óleo e gás?

",What is being done by Petrobras to make the produce of oil and gas feasible?,O que está sendo feito pela Petrobras para fazer a produção de óleo e gás viável?,Making investments and working in collaboration.,"Fazendo investimentos e trabalhando em colaboração.

","Petrobras is working in collaboration with partners, suppliers, universities, and research centers.","Petrobras está trabalhando em conjunto com parceiros, fornecedores, universidades e centros de pesquisas.",2-s2.0-85087227840,"",false,true,3,5,4, What
A1241,1,What species the study referenced in length-length (LLR) relationships?,Quais espécies o estudo referenciou nas relações comprimento-comprimento (RCC)?,Length-length relationships (LLR) were indicated for which fish species?,Relações comprimento-comprimento (LLR) foram indicadas para quais espécies de peixes?,"Gobiesox barbatulus, Bathygobius geminatus, Labrisomus nuchipinnis, Malacoctenus delalandii, Lutjanus alexandrei","Gobiesox barbatulus, Bathygobius geminatus, Labrisomus nuchipinnis, Malacoctenus delalandii, Lutjanus alexandrei","Gobiesox barbatulus, Bathygobius geminatus, Labrisomus nuchipinnis, Malacoctenus delalandii, Lutjanus alexandrei","Gobiesox barbatulus, Bathygobius geminatus, Labrisomus nuchipinnis, Malacoctenus delalandii, Lutjanus alexandrei",2-s2.0-85028048315,"",false,true,5,5,5, What
A1245,1,"In the study, where Crassostrea rhizophorae's grazing ability on suspended particles was observed?","No estudo, onde foi observada a capacidade de pastejo de Crassostrea rhizophorae em partículas suspensas?",Where was Crassostrea rhizophorae's gazing ability on suspended particles been watched?,Onde a capacidade de pastejo de Crassostrea  rhizophoraes em particulas suspensas foi observado?,In it's natural habitat,Em seu habitat natural,In their natural environment,Em seu ambiente natural,2-s2.0-84882364915,"",true,true,2,4,5, Where
A1246,1,What is special about Mexilhao plataform?,O que a plataforma mexilhao tem de especial?,"About Mexilhao plataform, what is special about it?","Sobre a plataforma mexilhao, o que tem de especial nela?",Mexilhao is the largest fixed production unit in Brazil,Mexilhao é a maior unidade de produção fixa do Brasil,Mexilhao plataform is the largest fixed production of unit in Brazil,A plataforma Mexilhao é a maior unidade de produção fixa do Brasil,2-s2.0-80053430040,"",false,true,3,5,5, What
A1248,1,What should be addressed while developing and applying the MMH in Deepwater?,O que deve abordado enquanto se está desenvolvendo e aplicando MMH em águas profundas?,"","",The narrow pressure window circumstances.,As circunstâncias estreitas de janela de pressão.,Narrow pressure window circumstances.,Circunstâncias de janela de pressão estreita.,2-s2.0-84888967977,"",false,true,3,5,5, What
A1252,1,Wich results can be taken from the data analyzed on the study?,Que resultados podem ser extraídos dos dados analisados ​​no estudo?,What results can be drawn from the data provided in the study?,Quais resultados podem ser extraídos dos dados analisados ​​no estudo?,Important insights for the development of more effective management strategies for the local environments.,Insights importantes para o desenvolvimento de estratégias de gestão mais eficazes para os ambientes locais.,Provide important insights into the development of more effective management strategies for the local environments.,Fornecem informações importantes sobre o desenvolvimento de estratégias de gestão mais eficazes para os ambientes locais.,2-s2.0-85085469577,"",true,true,1,5,5, What
A1254,1,What was analyzed about the Rhinoclemmys punctularia punctularia?,O que foi analisado sobre a Rhinoclemmys punctularia punctularia?,Which data was obtained in the analysis of the Rhinoclemmys punctularia punctularia?,Quais dados foram obtidos na análise da Rhinoclemmys punctularia punctularia?,"The habitat use, size structure and sex ratio of the species.","O uso de habitat, tamanho estrutural e a proporção sexual da espécie.","the habitat use, size structure and sex ratio of the species on Algodoal-Maiandeua Island","o uso do habitat, tamanho da estrutura e a proporção sexual das espécies na Ilha de Algodoal-Maiandeua",2-s2.0-84860590411,"",true,true,1,3,5, What
A1256,1,Wich factor is very important to analyze sea surface temperature?,"Qual fator é muito importante para analisar a temperatura da superfície do mar?

",What is an important factor to analyze the sea surface temperature?,"Ao analisar a temperatura da superfície do mar, qual outro elemento deve ser levado em conta?",The wind,O vento,The wind is an important factor by driving the frontal activities,O vento é um fator importante na condução das atividades frontais,2-s2.0-85074632793,"",false,true,3,4,5, None of the above
A1257,1,What is the SeismicStar service?,O que é o serviço SeismicStar?,What is the definition of the SeismicStar service?,Qual a definição do serviço Seismic Star?,"It is a service to deliver marine 3-D seismic data to a land processing center, that provides all equipment, maintenance, licenses, fiber connectivity, training, and a 24 hour help line for the service use.","É um serviço para entregar dados 3-D sísmicos para um centro de processamento em terra, que providencia todos os equipamentos, manutenção, licenças, conectividade por fibra, treinamento e ajuda 24 horas para a utilização do serviço.","It's a complete turnkey service, consisting of all equipment, maintenance, licenses, fiber connectivity, training, and 24 hour help line necessary to deliver raw uncompressed marine 3-D seismic data to a land processing center located anywhere in the world, whose autonomy requires little or no human intervention","É um serviço completamente inovador, composto por todos os equipamentos, manutenção, licenças, conectividade de fibras, treinamento e suporte 24 horas necessária para fornecer dados sísmicos marinhos 3D brutos e não comprimidos para um centro de processamento terrestre localizado em qualquer lugar do mundo, cuja autonomia exige pouca ou nenhuma intervenção humana.",2-s2.0-85054086297,"",false,true,4,5,4, What
A1258,1,Why reef fish structures changes depending of the latitude?,Por que as estruturas dos peixes de recife mudam dependendo da latitude?,What is the reason for the changing structures of reef fish in relation to latitude?,Qual é o motivo da mudança das estruturas dos peixes de recife em relação a latitude? ,"Because of phylogeny, physiological constraints (mainly related to temperature), and also by anthropogenic impacts.","Por causa da filogenia, restrições fisiológicas (principalmente relacionadas à temperatura), e também por impactos antrópicos. ","Because Standards and latitudinal patterns are influenced by phylogeny, physiological constraints, mainly related to temperature, and also by anthropogenic impacts","Devido aos padrões latitudinais serem influenciados pela filogenia, restrições fisiológicas, principalmente ligadas à temperatura, e também por impactos antrópicos",2-s2.0-2942726366,"",false,true,1,5,5, Why
A1262,1,Which aspects were treated about the Zeuxo coralensis – Anatanais ohlini?,Quais aspectos foram tratados sobre a Zeuxo coralensis – Anatanais ohlini?,What characteristics were addressed in the study about the specie analyzed? ,Quais características foram abordadas no estudo sobre a espécie analisada?,"The description of postmarsupial stages, relationship between female body length and number of eggs contained in “ovisacs” and seasonal distribution of the sexes.","A descrição dos estágios pós-marsupiais, a relação entre o comprimento do corpo de fêmeas e o número de ovos dentro dos ""ovisacs"" e a distribuição sazonal dos sexos.","The description of the post-marsupial stages of the species, the relationship between the length of the female and the amount of eggs of the “ovisacs” and the seasonal distribution of the sexes of the species. ","A descrição de estágios pós-marsupiais da espécia, a relação entre o comprimento da fêmea e a quantidade de ovos dos “ovisacs” e a distribuição sazonal dos sexos da espécie. ",2-s2.0-10260407,"",false,true,1,5,5, None of the above
A1263,1,What relationships found in Fernando de Noronha and Trindade Island are novel for Science?,Que relações encontradas em Fernando de Noronha e Ilha da Trindade são novas para a ciência?,"For Science, what were the new relationships found when studying 9 species of fish in Fernando de Noronha and Ilha Tirndade?","Para a Ciência, quais foram as novas relações encontradas ao se estudar 9 especies de peixes em Fernando de Noronha e a Ilha Tirndade?",GmbHLength-weight and length-length relationships for nine fish species of Rocas Atoll.,GmbH Relações peso-comprimento e comprimento-comprimento para nove espécies de peixes do Atol de Rocas.,The length-weight and length-length relationships determined for nine fish species from Atol das Rocas are new.,"As relações de comprimento-peso e comprimento-comprimento determinadas para nove espécies de peixes do Atol das Rocas, são novas.",2-s2.0-85036494924,"",true,true,1,4,5, What
A1270,1,What was the conclusion about the study of the curved jetties that was to be implemented at the port of Santos?,Qual foi a conclusão sobre o estudo dos molhes curvos que estava sendo programado para ser instalado no porto de Santos?,What was the result about the study of the curved jetties that was to be implemented at the port of Santos?,Qual foi o resultado sobre o estudo dos molhes curvos que estava sendo programado para ser instalado no porto de Santos?,the jettie's layout from this study could maintain the access channel's depth with a much lower volume of dredging than the current system.,"o layout dos molhes deste estudo conseguiriam manter a profundidade de acesso do canal, porém com um volume de dragagem muito menor do que o do sistema atual.",the jetties’ layout could maintain the access channel’s depth with a much lower volume of dredging than the current maintenance requires.,"Como resultado, os molhes curvos poderiam manter a profundidade do canal de acesso com um volume de dragagem muito menor do que a manutenção atual exige.",2-s2.0-85060443361,"",true,true,4,5,4, What
A1272,1,What seems to be a viable option to mantain depths of 17 m DHN in the Port of Santos?,O que demonstra ser uma opção viável para manter profundidades de 17m DHN no Porto de Santos?,What appears to be a viable solution for maintaining 17-meter DHN depths in the Port of Santos?,O que parece ser uma solução viável para a manutenção de profundidades DHN de 17 metros no Porto de Santos?,Adopting curved jetties to transpose the Port of Santos maritime bar.,Adoção de molhes curvos para transpor a barra marítima do Porto de Santos.,Adopting the curved jetties to transpose the Port of Santos’ maritime bar.,Adoção dos molhes curvos para transpor a barra marítima do Porto de Santos.,2-s2.0-85060443361,"",false,true,3,3,5, What
A1273,1,Where was the first FORAM Stress Index applyed outside of Mediterranean waters?,Onde o primeiro FORAM Stress Index foi aplicado fora das águas do Mediterrâneo?,"Outside Mediterranean waters, Where was the first FORAM Stress Index applied?","Fora das águas do Mediterrâneo, Onde o primeiro FORAM Stress Index foi aplicado?","In the Tamandaré open embayment,  in Northeast Brazil","Na enseada aberta de Tamandaré, no Nordeste do Brasil.","Tamandaré , located in Northeast Brazil, Southwest Atlantic Ocean.","Em Tamandaré, localizado no Nordeste do Brasil, Sudoeste do Oceano Atlântico.",2-s2.0-84979574362,"",false,true,1,5,4, Where
A1274,1,What helped improve health  ecosystem coral on Tamandaré open embayment?,O que ajudou a melhorar a saúde do ecossistema de corais na enseada aberta de Tamandaré?,What assisted for promoting health  ecosystem coral on Tamandaré open embayment?,O que assistiu a promover a saúde do ecossistema de corais em Tamandaré a céu aberto?,Local scientific- and community-based coral conservation initiatives,Iniciativas locais de conservação de corais com base científica e comunitária,Local scientific- and community-based coral conservation initiatives have improved ecosystem health. ,As iniciativas locais de conservação de corais com base científica e comunitária melhoraram a saúde do ecossistema.,2-s2.0-84979574362,"",false,true,1,4,5, What
A1293,1,What is the main resource of pretroleum in Brazil?,Qual é a principal fonte de petróleo do Brasil?,"Considering all Brazilian oil production, what is its main resource?","Considerando toda produção brasileira de óleo, qual é sua principal fonte?",More than half of Brazilian oil production originates from the Pre-Salt reservoirs of offshore basins.,Mais da metade da produção brasileira de petróleo tem origem nos reservatórios do Pré-Sal de bacias offshore.,More than half of Brazilian oil production originates from the Pre-Salt reservoirs,Mais da metade da produção do óleo brasileiro é original das reservas de pré-sal,2-s2.0-85061767810,"",false,true,1,5,5, What
A1275,1,"In the Tamandaré open embayment, what confirms the anthropogenic influence of river inputs?","Na enseada aberta de Tamandaré, o que confirma a influência antropogênica dos insumos do rio?",The anthropogenic influence of inputs from the river in the Tamandraré open embayment was confirmed by what?,A influência antropogênica de insumos do rio na eenseada aberta Tamandraré foi confirmada pelo quê?,"The dominance of the Quinqueloculina and Textularia, negligible numbers of living specimens, low counts of symbiont-bearing foraminifera, high turbidity and high phosphorus concentrations.","A dominância da Quinqueloculina e Textularia, número desprezível de espécimes vivos, baixa contagem de foraminíferos portadores de simbionte, alta turbidez e altas concentrações de fósforo.","The dominance of the Quinqueloculina and Textularia, along with negligible numbers of living specimens, low counts of symbiont-bearing foraminifera (and thus low FI), high turbidity and high phosphorus concentrations","A dominância da Quinqueloculina e Textularia, junto com números desprezíveis de espécimes vivos, baixas contagens de foraminíferos portadores de simbionte (e, portanto, baixo FI), alta turbidez e altas concentrações de fósforo",2-s2.0-84979574362,"",false,true,3,5,5, What
A1277,1,What is the consequence of mixing and seasonal oscillation of the Subtropical Shelf Front (STSF) position?,Qual é a consequência da mistura e da oscilação sazonal da posição do Subtropical Shelf Front (STSF)?,Is there a change in the position of the Subtropical Shelf Front (STSF) due to a seasonal oscillation and what is the consequence when its mixing also occurs?,Ocorre uma mudança da posição da Subtropical Shelf Front (STSF) devido a uma oscilação sazonal e qual é a consequencia quando também ocorre sua mistura?,The stability of the water column inside the Southern Brazilian Continental Shelf (SBCS) also changes seasonally.,A estabilidade da coluna de água no interior da Plataforma Continental do Sul do Brasil (SBCS) também muda sazonalmente.,The stability of the water column inside the SBCS also changes seasonally,A estabilidade da coluna d'água dentro do SBCS também muda sazonalmente,2-s2.0-85013296221,"",false,true,2,5,4, What
A1278,1,What defines the stratigraphic architecture of channelized depositional systems?,O que define a arquitetura estratigráfica dos sistemas deposicionais canalizados?,How is defined the stratigraphic architecture of channelized depositional systems used in submarines?,Como é definida a arquitetura estratigráfica dos sistemas deposicionais canalizados usada em submarinos?,"Channel-bend expansion and downstream translation, as well as vertical movements by aggradation and incision.","A expansão da curvatura do canal e a translação a jusante, bem como os movimentos verticais por agressão e incisão.","Channel-bend expansion, downstream translation and vertical movements by aggradation and incision.","Expansão da curva do canal, translação a jusante e movimentos verticais por agressão e incisão.",2-s2.0-85086649140,"",false,true,3,5,5, What
A1280,1," What is the biggest loss, in hectares, observed in the Rio Grande do Norte fluvial-marine plain?","Qual a maior perda, em hectares, observada na planície flúvio-marinha do Rio Grande do Norte?",How many hectares were lost in the Rio Grande do Norte fluvial-marine plain?,Quantos hectares foram perdidos na planície flúvio-marinha do Rio Grande do Norte?,"A loss of 1,907.09 hectares of flooded areas was observed.","Foi observada perda de 1.907,09 hectares de áreas alagadas.","1,907.09 hectares","1,907.09 hectares",2-s2.0-85052916893,"",true,true,2,3,3, What
A1281,1,What is replacing the flooded areas of the Rio Grande do Norte fluvial-marine plain?,O que está substituindo as áreas alagadas da planície flúvio-marinha do Rio Grande do Norte?,What land use/landcover change made it possible to identify the loss of flooded areas of the Rio Grande do Norte floodplain?,Que alteração do uso do solo/cobertura do solo possibilitou identificar a perda de áreas alagadas da planície flúvio-marinha do Rio Grande do Norte?,Salt evaporation tanks.,Tanques de evaporação de sal.,Salt evaporation tanks.,Tanques de evaporação de sal.,2-s2.0-85052916893,"",false,true,2,5,5, What
A1282,1,What does the Synthetic seismogram demonstrate?,O que o sismograma sintético demonstra?,What can be demonstrated by the synthetic seismogram?,O que pode ser demonstrado através do sismograma sintético?,The ambiguities and uncertainties in relating the seismic amplitude to salt types.,As ambiguidades e incertezas em relacionar a amplitude sísmica aos tipos de sal.,Synthetic seismogram demonstrate the ambiguities and uncertainties in the seismic amplitude to salt types,O sismograma sintético demonstra as ambiguidades e incertezas na amplitude sísmica para os tipos de sal,2-s2.0-85091197319,"",false,true,1,5,5, What
A1283,1,What does the Synthetic seismogram demonstrate?,O que o sismograma sintético demonstra?,What results can be found through a synthetic seismogram?,Quais resultados podem ser encontrados através de um sismograma sintético?,The ambiguities and uncertainties in relating the seismic amplitude to salt types.,As ambiguidades e incertezas em relacionar a amplitude sísmica aos tipos de sal.,Ambiguities and uncertainties in relating the seismic amplitude to salt types.,Ambiguidades e incertezas na relação da amplitude sísmica com os tipos de sal.,2-s2.0-85091197319,"",false,true,3,5,5, What
A1284,1,In which sector of the Campos Basin were the most abundant planktonic species of hot water found?,"Em qual setor da Bacia de Campos foram encontradas, mais abundantemente, espécies planctônicas de água quente?",In where of the Campos Basin were the most abundant planktonic species of hot water found?,Em que parte da Bacia de Campos se encontravam as espécies planctônicas de água quente mais abundantes?,In the Rio de Janeiro sector.,No setor do Rio de Janeiro.,Rio de Janeiro sector,Setor de Rio de Janeiro,2-s2.0-84892860778,"",false,true,1,5,5, Where
A1285,1,"In which sector of the Campos Basin, planktonic cold water species were found most abundantly?","Em qual setor da Bacia de Campos foram encontradas, mais abundantemente, espécies planctônicas de água fria?",Planktonic species common in cold water are more easily found in which part of the Campos Basin?,"Espécies planctônicas comuns em de água fria, são mais facilmente encontradas em que parte da Bacia de Campos?",In the Cabo Frio sector.,No setor de Cabo Frio.,Cabo Frio .,Cabo Frio .,2-s2.0-84892860778,"",false,true,1,5,4, Where
A1286,1,What influenced the preservation and accumulation of organic matter?,O que influenciou a preservação e o acúmulo de matéria orgânica?,What has influenced the maintenance and joint of organic matter?,O que tem influenciado para a manutenção e a junção de matéria orgânica?,The paleo-topography and tectonic controls,"A paleotopografia e os controles tectônicos
",The paleo-topography and tectonic controls.,A paleotopografia e os controles tectônicos.,2-s2.0-85055908781,"",false,true,3,5,5, What
A1287,1,Why did offshore oil development projects need modifications from 2014?,Por que os projetos de desenvolvimento de petróleo offshore precisavam de modificações a partir de 2014?,Why did offshore oil development projects change from 2014 onwards?,Qual motivo levou os projetos de desenvolvimento de petróleo offshore serem modificados a partir de 2014?,Because that was when the price of a barrel of oil plummeted and it was necessary to recover the economic attractiveness.,Porque foi quando os preços do barril de petróleo despencaram e era necessário recuperar a atratividade econômica.,Because oil barrel prices have plummeted.,Porque os preços do barril de petróleo despencaram. ,2-s2.0-85066617192,"",false,true,2,5,4, Why
A1288,1,What criterion was necessary to be fulfilled so that the profitability recovery of offshore oil development projects can be put into practice?,Qual critério foi necessário ser cumprido para que a recuperação da lucratividade dos projetos de desenvolvimento do petróleo offshore possa ser colocado em prática?,The profitability recovery of offshore oil development projects can be put into practice fulffiling what criteria?,A recuperação da lucratividade dos projetos de desenvolvimento do petróleo offshore pode ser colocado em prática ao se cumprir qual critério?,"Crude oil price criterion (usually US $ 40-45), among other requirements.","Critério do preço de equilíbrio do petróleo (normalmente US $ 40-45), entre outros requisitos.",The break-even oil price criterion.,O critério do preço de equilíbrio do petróleo.,2-s2.0-85066617192,"",false,true,2,5,4, What
A1289,1,"Which company has developed a methodology to increase the profitability of offshore projects in the conceptual design phase, meeting the necessary technical and safety requirements?","Qual empresa desenvolveu uma metodologia para aumentar a rentabilidade de projetos offshore em fase de projeto conceitual, atendendo aos requisitos necessários e técnicos e de segurança?","What is the company, respecting technical and safety requirements, method a methodology capable of increasing the profitability of offshore projects in the conceptual design phase?","Qual é a empresa, que respeitando os requisitos técnicos e de segurança, desenvolveu uma metodologia capaz de aumentar a rentabilidade de projetos offshore em fase de projeto conceitual.",Petrobrás.,Petrobrás.,It's the Petrobras company.,É a empresa Petrobras,2-s2.0-85066617192,"",false,true,1,5,5, What
A1290,1,What can be used to characterize geologic periods sections on Brazilian continental margin?,O que pode ser usado para caracterizar seções de períodos geológicos na margem continental brasileira?,What can be used to analize the geologic periods sections on Brazilian Continental Margin?,O que pode ser usado para analisar as seções de períodos geológicos na margem continental brasileira?,"Dinoflagellate cysts are commonly used to obtain the relative ages, correlations and paleoenvironmental interpretations of the Cretaceous and Paleogenic sections","Os cistos dinoflagelados são comumente usados para obter as idades relativas, correlações e interpretações paleoambientais das seções Cretácea e Paleogênica da margem continental brasileira.",Dinoflagellate cysts,Cistos Dinoflagelados,2-s2.0-85056605886,"",false,true,4,5,5, What
A1291,1,What are the Dinoflagellate cysts ages that can be recognized by a well drilled in Pelotas basin?,Quais as idades dos cistos de dinoflagelados que podem ser reconhecidas por um poço perfurado na bacia de Pelotas?,What is the age range of Dinoflagellate cysts founded by a well drilled in Pelotas basin?,Qual é a faixa de idade dos cistos de dinoflagelados encontrados por um poço perfurado na bacia de Pelotas?,The range of dates are between Cretaceous and Neogene.,O intervalo de datas está entre o Cretáceo e o Neógeno.,The recognized associations indicated ages between the Cretaceous and the Neogene,As associações indicadaram idades entre o Cretácio e o Neogeno,2-s2.0-85056605886,"",false,true,4,5,5, What
A1336,1,What are the structures described in this study?,Quais são as estruturas descritas nesse estudo?,What rock structures are mentioned in this research? ,Quais estruturas rochosas são mencionadas nesta pesquisa?,"Vesicles, amygdales, vesicle cylinders, sub-horizontal vesicle sheets, autobreccias and entablature.","Vesículas, amígdalas, cilindros vesiculares, lâminas vesiculares sub-horizontais, autobreccias e entablamento.","Volcanic rocks like Vesicles, amygdales, vesicle cylinders, sub-horizontal vesicle sheets, autobreccias and entablature ","Rochas vulcânicas como vesículas, amígdalas, cilindros de vesículas, folhas de vesículas sub-horizontais, autobreccias e entablamento",2-s2.0-85054783545,"",false,true,1,5,5, What
A1292,1," To collect samples to recognize ages, correlations and paleoenvironmental interpretations of the Cretaceous and Paleogenic sections of the Brazilian continental margin, what method can be used?","Para coletar amostras para reconhecer idades, correlações e interpretações paleoambientais dos trechos Cretáceo e Paleogênico da margem continental brasileira, qual método pode ser usado?","What is the method used to collect samples to recognize ages, correlations and paleoenvironmental interpretations of the Cretaceous and Paleogenic sections of the Brazilian continental margin?","Qual é o método utilizado para coletar amostrar para reconhecer idades, correlações e interpretações paleoambientais dos trechos Cretáceo e Paleogênico da margem continental brasileira?",Drill offshore wells in Brazilian continental margin.,Perfurar poços offshore na margem continental brasileira.,Making wells by drilling,Fazendo poços a partir de perfuração,2-s2.0-85056605886,"",false,true,4,3,4, What
A1392,1,Which substances were analyzed in the Campos Basin?,Quais substâncias foram analisadas na Bacia de Campos?,What were the substances found sedimented in the Campos Basin?,Quais foram as substâncias encontradas sendimentadas na Bacia de Campos?,Lipid biomarkers and carbon stable isotopes.,Biomarcadores lipídicos e isótopos estáveis ​​de carbono.,"Lipid biomarkers [fatty acids (FAs), sterols and alcohols] and carbon stable isotopes","Biomarcadores lipídicos [ácidos graxos (FAs), esteróis e álcoois] e isótopos estáveis ​​de carbono",2-s2.0-85045186297,"",false,true,2,5,4, None of the above
A1296,1,How produced water reinjection works?,Como funciona a reinjeção de água produzida?,How is pressure kept in the reservoir?,Como a pressão é mantida na reserva?,Produced water is combined with treated sea water and pumped back into the reservoir to maintain pressure.,A água produzida é combinada com a água do mar tratada e bombeada de volta para o reservatório para manter a pressão.,Produced water is combined with treated sea water and pumped back into the reservoir to maintain pressure.,"A água produzida é combinada com água do mar tratada e bombeada de volta à reserva, para manter a pressão constante.",2-s2.0-84893090004,"",true,true,5,5,5, How
