id,question,prompt,correct_choice,gpt_selected_choice,is_right
A425,"How did Petrobras increase its oil production capacity by 100 thousand bpd?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How did Petrobras increase its oil production capacity by 100 thousand bpd?
  A: It followed the start-up of operations at the Marlim Sul floating production, storage, and offloading vessel (FPSO), at the Marlim Sul field, in the Campos basin.
  B: Equivalent to 80% of the country's production.
  C: The first floating unit from Brazil was on stream in 1977 at Campos Basin.
  D: In Campos Basin.
  E: Approximately 80%
 ",A,A,1
A426,"What is the approximate contribution of the total production of the Campos basin in 2004 in Brazil?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the approximate contribution of the total production of the Campos basin in 2004 in Brazil?
  A: It followed the start-up of operations at the Marlim Sul floating production, storage, and offloading vessel (FPSO), at the Marlim Sul field, in the Campos basin.
  B: Equivalent to 80% of the country's production.
  C: The first floating unit from Brazil was on stream in 1977 at Campos Basin.
  D: In Campos Basin.
  E: Approximately 80%
 ",B,B,1
A436,"Which companies are participating in the project at Parque das Conchas?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Which companies are participating in the project at Parque das Conchas?
  A: The project is a joint venture between Shell, Petrobras, and ONGC.
  B: The development of the subsalt oil reserves
  C: It has caused a significant growth in the orders of exploration and production platforms, drilling rigs and various types of support vessels, and in the construction of new shipyards or the expansion and modernization of existing ones.
  D: This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
  E: Heavy and high viscosity oil
 ",A,A,1
A439,"Where is the Amazon Coastal Zone located?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Where is the Amazon Coastal Zone located?
  A: Autumn season.
  B: The BG Group data were released before the fourth quarter results were presented.
  C: 1996
  D: They were analyzed based on data from 28 wells drilled by Petrobras.
  E: Brazil
 ",E,E: Brazil,0
A445,"What is the transport capacity of the Cabiunas-Reduc III's gasoduct in cubic meters?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the transport capacity of the Cabiunas-Reduc III's gasoduct in cubic meters?
  A: The state's gas production will be increased to 11 million cu m/day of gas.
  B: 40 million cu m/day.
  C: oil and natural gas
  D: The state's gas production is 11 million m3 / day of gas in 2010
  E: supply 31 million cu m/day of LNG.
 ",B,B,1
A449,"What is the role of the computer program in the research?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the role of the computer program in the research?
  A: It is used to convert the pressure and formation signals into curves, so that technicians there may analyze and learn about.
  B: That there are no easy fields to be developed remain undiscovered, especially in offshore environments
  C: In high water depths.
  D: To do this test it is necessary to use safety equipment that is placed inside an explosion preventer, the BOP, in order to keep the well under control
  E: Overcoming the challenges that have arisen with the discovery of Pre Salt offshore Brazil.
 ",A,A,1
A464,"what is the name of the technology launched in June 2000 to explore fields 3000m deep?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: what is the name of the technology launched in June 2000 to explore fields 3000m deep?
  A: The development of the subsalt oil reserves
  B: oil and natural gas
  C: In high water depths.
  D: A subsea deepwater well installation was carried out in the well 8-MLS-67HA-RJS in a water depth of 1180 m in the MarlimSul field, about 100 Km offshore Campos (Campos Basin), Rio de Janeiro State, Brazil.
  E: the name of the technology is PROCAP-3000
 ",E,E,1
A466,"When was the last discovery made in relation to the Roncador field made by Petrobras?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: When was the last discovery made in relation to the Roncador field made by Petrobras?
  A: The discovery was made in 1996.
  B: About 80 km offshore
  C: It has from 230m to 1900m and volume of 4.4 billion bbl
  D: Petrobras.
  E: 1996
 ",A,E,0
A482,"What are the benefits of the InForce Intelligent Well System?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are the benefits of the InForce Intelligent Well System?
  A: In the North Sea, Middle East and Far East.
  B: It reduces the rig costs and allows each zone to be accessed or closed remotly in less than 5 minutes.
  C: A subsea deepwater well installation was carried out in the well 8-MLS-67HA-RJS in a water depth of 1180 m in the MarlimSul field, about 100 Km offshore Campos (Campos Basin), Rio de Janeiro State, Brazil.
  D: Biodiversity loss, habitat damage and fragmentation as well as diseases
  E: Instruments for land/sea tenure and beneficiaries recognition, territorial use planning, institutional arenas for discussion and deliberation as well as public policies.
 ",B,B,1
A484,"Which companies contributed with Petrobras in the development of the first installation of Electric Submersible Pump in an underwater well?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Which companies contributed with Petrobras in the development of the first installation of Electric Submersible Pump in an underwater well?
  A: Tronic, Reda, Pirelli, Lasalle, Sade-Vigesa and Cooper.
  B: It could be achieved with the use of submersible electric pumps (ESP)
  C: They are generally higher than those found in other Brazilian fields.
  D: October/1994.
  E: In high water depths.
 ",A,A,1
A500,"When did the first installation of an Electric Submersible Pump take place in an underwater well?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: When did the first installation of an Electric Submersible Pump take place in an underwater well?
  A: Tronic, Reda, Pirelli, Lasalle, Sade-Vigesa and Cooper.
  B: It could be achieved with the use of submersible electric pumps (ESP)
  C: They are generally higher than those found in other Brazilian fields.
  D: October/1994.
  E: In high water depths.
 ",D,D,1
A516,"What are the traditional methods of cleaning the pipe during commissioning?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are the traditional methods of cleaning the pipe during commissioning?
  A: methods are water cleaning, chemical cleaning or steam cleaning
  B: During all seasons.
  C: The first floating unit from Brazil was on stream in 1977 at Campos Basin.
  D: In high water depths.
  E: Failure can immediately start gain and loss events in the well, with a direct impact on the safety of the process.
 ",A,A,1
A521,"What type of oil was found in significant volumes in Campos Basin and Santos Basin?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What type of oil was found in significant volumes in Campos Basin and Santos Basin?
  A: Heavy and high viscosity oil
  B: The development of the subsalt oil reserves
  C: oil and natural gas
  D: Oil containment and collection
  E: Productivity is decreased.
 ",A,C,0
A530,"What happens to a Floating Production Unit productivity when the oil to be processed is of high viscosity?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What happens to a Floating Production Unit productivity when the oil to be processed is of high viscosity?
  A: Heavy and high viscosity oil
  B: The development of the subsalt oil reserves
  C: oil and natural gas
  D: Oil containment and collection
  E: Productivity is decreased.
 ",E,E,1
A536,"Apart from Riser, what other monitoring systems are installed?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Apart from Riser, what other monitoring systems are installed?
  A: The other monitoring systems are the oceanographic buoy and acoustic Doppler current profiles
  B: SAASS is an autonomous system for the acquisition of submarine signals. It was developed to meet the needs of an acoustic monitoring program of Petrobras.
  C: The autonomous system for the acquisition of submarine signals is an acoustic recorder developed to meet the needs of an acoustic monitoring program in oceans.
  D: Separating and reinjecting part of the produced water, causing the remaining fluid to rise to the platform and the wells to operate at higher potentials
  E: the jettie's layout from this study could maintain the access channel's depth with a much lower volume of dredging than the current system.
 ",A,A,1
A538,"What is SAASS and what was it developed for?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is SAASS and what was it developed for?
  A: SAASS is an autonomous system for the acquisition of submarine signals. It was developed to meet the needs of an acoustic monitoring program of Petrobras.
  B: The autonomous system for the acquisition of submarine signals is an acoustic recorder developed to meet the needs of an acoustic monitoring program in oceans.
  C: Autonomous System for the Acquisition of Submarine Signals, an acoustic recorder developed by Petrobras.
  D: The development of the subsalt oil reserves
  E: Laboratory research, development of an utilization plan, assignment of a drilling well, and drilling testing.
 ",A,B,0
A549,"Whose history and development is showcased on ""BRAZIL FURTHERS ITS LEADERSHIP IN DEEPWATER E&P""?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Whose history and development is showcased on ""BRAZIL FURTHERS ITS LEADERSHIP IN DEEPWATER E&P""?
  A: Petrobrás and its various offshore operations.
  B: Laboratory research, development of an utilization plan, assignment of a drilling well, and drilling testing.
  C: It has caused a significant growth in the orders of exploration and production platforms, drilling rigs and various types of support vessels, and in the construction of new shipyards or the expansion and modernization of existing ones.
  D: The development of the subsalt oil reserves
  E: The gravel packing technique, also know as GPT
 ",A,A,1
A551,"Why was the extensive logging of the salt in the pre-salt basin prohibitive?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Why was the extensive logging of the salt in the pre-salt basin prohibitive?
  A: In a series of lacustrine rift basins that formed along the Brazilian Continental Margin.
  B: The Santos basin.
  C: An aptiana volcanic activity in the South Atlantic
  D: In the Santos basin off Brazil
  E: Due to the depth of its reservoirs.
 ",E,E,1
A562,"What is Petrobras's SAASS?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is Petrobras's SAASS?
  A: SAASS is an autonomous system for the acquisition of submarine signals. It was developed to meet the needs of an acoustic monitoring program of Petrobras.
  B: The autonomous system for the acquisition of submarine signals is an acoustic recorder developed to meet the needs of an acoustic monitoring program in oceans.
  C: Autonomous System for the Acquisition of Submarine Signals, an acoustic recorder developed by Petrobras.
  D: The development of the subsalt oil reserves
  E: Laboratory research, development of an utilization plan, assignment of a drilling well, and drilling testing.
 ",B,C,0
A583,"After Petrobras' production tower in Campo de Garoupa fell and broke, the company employed a provisional early production system to replace this production tower. Which structures of the previous production system did this interim system benefit from?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: After Petrobras' production tower in Campo de Garoupa fell and broke, the company employed a provisional early production system to replace this production tower. Which structures of the previous production system did this interim system benefit from?
  A: The provisional system used the seabed pipeline, meter, loading tower and a processing vessel from the original production system.
  B: The core of the ETH-IPB is a 6 ID flexible pipe dedicated to production fluid
  C: It is a solution for the sand production problems associated with the production of hydrocarbons from sandstone reservoirs
  D: the jettie's layout from this study could maintain the access channel's depth with a much lower volume of dredging than the current system.
  E: Feature-oriented regional modeling system. Reveals the possibility of a sustainable and reliable forecast system for the corresponding underwater acoustic environment.
 ",A,A,1
A598,"What is the productive capacity of the Manati field?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the productive capacity of the Manati field?
  A: In order to expand the local gas networks, boost oil and gas output, and improve refining capabilities.
  B: The state's gas production will be increased to 11 million cu m/day of gas.
  C: The state's gas production is 11 million m3 / day of gas in 2010
  D: 40 million cu m/day.
  E: 4.5 million m³
 ",E,D: 40 million cu m/day.,0
A604,"What is produced on the Campos bacin?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is produced on the Campos bacin?
  A: oil and natural gas
  B: The development of the subsalt oil reserves
  C: The Campos basin.
  D: In Campos Basin.
  E: Wells raised with gas are responsible for 30% of monthly production.
 ",A,A,1
A610,"What made Petrobras decide to implement optical sensing technology in all of its new wells?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What made Petrobras decide to implement optical sensing technology in all of its new wells?
  A: The recent success it saw in switching from electronic gauges to optical sensing technology on the workovers of its wells.
  B: They were analyzed based on data from 28 wells drilled by Petrobras.
  C: the name of the technology is PROCAP-3000
  D: Separating and reinjecting part of the produced water, causing the remaining fluid to rise to the platform and the wells to operate at higher potentials
  E: A downhole choke combined with continuous circulation is one of potential.
 ",A,A,1
A623,"What is the percentage of oil produced globally in deepwater exploration?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the percentage of oil produced globally in deepwater exploration?
  A: Only 4% of the total explored volume by the petroleum industry.
  B: In projects developed in the Gulf of Mexico.
  C: The semi-dry PC developed with conventional tensioners of the RAM type, in 2,400m of ultra-deep waters of the Brazilian Offshore Pre-Salt was developed, validated as a good exploration mode.
  D: Brazil
  E: It has caused a significant growth in the orders of exploration and production platforms, drilling rigs and various types of support vessels, and in the construction of new shipyards or the expansion and modernization of existing ones.
 ",A,A,1
A628,"What was the first floating unit in brazil?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What was the first floating unit in brazil?
  A: The first floating unit from Brazil was on stream in 1977 at Campos Basin.
  B: Floating production and storage units (FPSOs) are structures that house more than 40 thousand metric tons of oil with a complex structure, exploring ultra-deep wells in the pre-salt prospect.
  C: To do this test it is necessary to use safety equipment that is placed inside an explosion preventer, the BOP, in order to keep the well under control
  D: A subsea deepwater well installation was carried out in the well 8-MLS-67HA-RJS in a water depth of 1180 m in the MarlimSul field, about 100 Km offshore Campos (Campos Basin), Rio de Janeiro State, Brazil.
  E: It is a solution for the sand production problems associated with the production of hydrocarbons from sandstone reservoirs
 ",A,A,1
A630,"What are FPSOs?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are FPSOs?
  A: The first floating unit from Brazil was on stream in 1977 at Campos Basin.
  B: Floating production and storage units (FPSOs) are structures that house more than 40 thousand metric tons of oil with a complex structure, exploring ultra-deep wells in the pre-salt prospect.
  C: To do this test it is necessary to use safety equipment that is placed inside an explosion preventer, the BOP, in order to keep the well under control
  D: A subsea deepwater well installation was carried out in the well 8-MLS-67HA-RJS in a water depth of 1180 m in the MarlimSul field, about 100 Km offshore Campos (Campos Basin), Rio de Janeiro State, Brazil.
  E: It is a solution for the sand production problems associated with the production of hydrocarbons from sandstone reservoirs
 ",B,B,1
A636,"What is the importance of public policies for oceanic area?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the importance of public policies for oceanic area?
  A: The quality of coastal population life and the protection of ecosystems and resources within it.
  B: To guarantee the quality of coastal population life and the protection of ecosystems resources.
  C: Harvesting of living resources, coastal protection and genetic resources
  D: A variety of options exist to deal with critical levels of marine litter, some of which include approaches to address the issue, while understanding that not all are applicable to or supported by every country and some do not consider adverse impacts: the reduction of plastic consumption; support for eco-design and innovation (especially research into end-of-life plastic issues and alternatives); resource efficiency and better management of waste and water; long-term, efficient and viable recycling targets for municipal waste, packaging and plastic waste; greater use of policy instruments and control measures, including incentives, taxes and other regulatory measures, such as bans or extended producer responsibility schemes; and the adoption of remanufacturing initiatives and the coordination of policy investments in the waste sector. There is also a need for tight regulation and supervision of global waste trading, especially scrap plastic.
  E: The International Convention on the Safety of Life at Sea, the International Convention on Standards of Training, Certification and Watchkeeping for Seafarers, and the International Convention for the Prevention of Pollution from Ships (MARPOL)
 ",B,A: The quality of coastal population life and the protection of ecosystems and resources within it.,0
A638,"Where is The Papa Terra oil field located?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Where is The Papa Terra oil field located?
  A: The core of the ETH-IPB is a 6 ID flexible pipe dedicated to production fluid
  B: A subsea deepwater well installation was carried out in the well 8-MLS-67HA-RJS in a water depth of 1180 m in the MarlimSul field, about 100 Km offshore Campos (Campos Basin), Rio de Janeiro State, Brazil.
  C: This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
  D: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
  E: In BC-20 Block in the Campos Basin - Brazil, 110 kilometers away from Rio de Janeiro state coast.
 ",E,"E: In BC-20 Block in the Campos Basin - Brazil, 110 kilometers away from Rio de Janeiro state coast.",0
A647,"What was the goal of Petrobras until 2012 in terms of GNL?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What was the goal of Petrobras until 2012 in terms of GNL?
  A: supply 31 million cu m/day of LNG.
  B: It will help to supply the growing energy demand.
  C: The state's gas production will be increased to 11 million cu m/day of gas.
  D: oil and natural gas
  E: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
 ",A,A,1
A663,"When was the Roncador field found by Petrobras?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: When was the Roncador field found by Petrobras?
  A: The discovery was made in 1996.
  B: About 80 km offshore
  C: It has from 230m to 1900m and volume of 4.4 billion bbl
  D: Petrobras.
  E: 1996
 ",E,E,1
A674,"What did the energy minister, Edison Lobao, say about the revision of the country's oil law?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What did the energy minister, Edison Lobao, say about the revision of the country's oil law?
  A: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
  B: The development of the subsalt oil reserves
  C: This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
  D: It will have an impact on major economic interests and can jeopardize food security
  E: Equivalent to 80% of the country's production.
 ",A,A,1
A682,"What is the purpose of the Petrobras Operations Center?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the purpose of the Petrobras Operations Center?
  A: Emphasize the company's commitment to maintaining and preserving the environment through better informed and efficient operational decisions.
  B: Instruments for land/sea tenure and beneficiaries recognition, territorial use planning, institutional arenas for discussion and deliberation as well as public policies.
  C: PETROBRÁS, a Brazilian oil company, has been drilling wells in ever deeper horizons, reaching up to 18,000 feet (5,500 m).
  D: To do this test it is necessary to use safety equipment that is placed inside an explosion preventer, the BOP, in order to keep the well under control
  E: It has caused a significant growth in the orders of exploration and production platforms, drilling rigs and various types of support vessels, and in the construction of new shipyards or the expansion and modernization of existing ones.
 ",A,A,1
A688,"What are the safety measures used if the Drill-Stem Test is performed on the high seas?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What are the safety measures used if the Drill-Stem Test is performed on the high seas?
  A: To do this test it is necessary to use safety equipment that is placed inside an explosion preventer, the BOP, in order to keep the well under control
  B: That there are no easy fields to be developed remain undiscovered, especially in offshore environments
  C: It is a solution for the sand production problems associated with the production of hydrocarbons from sandstone reservoirs
  D: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
  E: Cost-effective methods and safety
 ",A,A,1
A704,"What is the Procap-2000 and what's its importance?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the Procap-2000 and what's its importance?
  A: It's a program created by Petrobras concurrently with the pumping system that innovated submerged exploration systems.
  B: With submarine flow lines.
  C: The development of the subsalt oil reserves
  D: SAASS is an autonomous system for the acquisition of submarine signals. It was developed to meet the needs of an acoustic monitoring program of Petrobras.
  E: Petrobras.
 ",A,A,1
A707,"Where will HPME be used?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Where will HPME be used?
  A: In projects developed in the Gulf of Mexico.
  B: This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
  C: Is targeted primarily at the deepwater
  D: SAASS is an autonomous system for the acquisition of submarine signals. It was developed to meet the needs of an acoustic monitoring program of Petrobras.
  E: It is a solution for the sand production problems associated with the production of hydrocarbons from sandstone reservoirs
 ",A,B,0
A725,"What is the possible cause of the difference in data released by Petrobas and the BG Group on the quantity of barrels?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the possible cause of the difference in data released by Petrobas and the BG Group on the quantity of barrels?
  A: The BG Group data were released before the fourth quarter results were presented.
  B: Overcoming the challenges that have arisen with the discovery of Pre Salt offshore Brazil.
  C: Over the Jubarte Field, in the Santos Basin.
  D: The Santos basin.
  E: The discovery was made in 1996.
 ",A,A,1
A737,"Why does Petrobras want to invest in the northeastern Bahia?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Why does Petrobras want to invest in the northeastern Bahia?
  A: In order to expand the local gas networks, boost oil and gas output, and improve refining capabilities.
  B: The state's gas production will be increased to 11 million cu m/day of gas.
  C: The state's gas production is 11 million m3 / day of gas in 2010
  D: 40 million cu m/day.
  E: 4.5 million m³
 ",A,A,1
A747,"The main tectonic, stratigraphic and sedimentological aspects of the Aptian Stage along the Brazilian Eastern Basins were analyzed based on data from how many wells?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: The main tectonic, stratigraphic and sedimentological aspects of the Aptian Stage along the Brazilian Eastern Basins were analyzed based on data from how many wells?
  A: In a series of lacustrine rift basins that formed along the Brazilian Continental Margin.
  B: They were analyzed based on data from 28 wells drilled by Petrobras.
  C: Eastern Brazil.
  D: The probable reason is due to the central geographical position of the Tavares River in Ubatuba, which crosses a large portion of the city and receives a great amount of sewage.
  E: The BG Group data were released before the fourth quarter results were presented.
 ",B,B,1
A754,"What is the core of the ETH-IPB production system made of?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the core of the ETH-IPB production system made of?
  A: The core of the ETH-IPB is a 6 ID flexible pipe dedicated to production fluid
  B: A subsea deepwater well installation was carried out in the well 8-MLS-67HA-RJS in a water depth of 1180 m in the MarlimSul field, about 100 Km offshore Campos (Campos Basin), Rio de Janeiro State, Brazil.
  C: This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
  D: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
  E: In BC-20 Block in the Campos Basin - Brazil, 110 kilometers away from Rio de Janeiro state coast.
 ",A,A,1
A767,"What is the importance of using GPT (Gravel Packing Technique) in the Albacoa and Marlim wells, located in deep waters?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the importance of using GPT (Gravel Packing Technique) in the Albacoa and Marlim wells, located in deep waters?
  A: The gravel packing technique, also know as GPT
  B: It is a solution for the sand production problems associated with the production of hydrocarbons from sandstone reservoirs
  C: A solution for sand production problems.
  D: Petrobras.
  E: It followed the start-up of operations at the Marlim Sul floating production, storage, and offloading vessel (FPSO), at the Marlim Sul field, in the Campos basin.
 ",B,B,1
A780,"How will the oil extracted from the Garoupa field by Petrobras be transported?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How will the oil extracted from the Garoupa field by Petrobras be transported?
  A: It will help to supply the growing energy demand.
  B: With submarine flow lines.
  C: The provisional system used the seabed pipeline, meter, loading tower and a processing vessel from the original production system.
  D: It is a solution for the sand production problems associated with the production of hydrocarbons from sandstone reservoirs
  E: A set of case studies of three typical types of convective systems occurring in Amazonia-i.e., locally occurring systems, coastal-occurring systems and basin-occurring systems.
 ",B,B,1
A783,"How come the rock salt guarantees excellent impermeability to most fluids and gases, even under pressure, compared to other geomaterials?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How come the rock salt guarantees excellent impermeability to most fluids and gases, even under pressure, compared to other geomaterials?
  A: Because of the large regional thicknesses and continuity of rock salt overlying the presalt reservoirs.
  B: Because the rock salt contains negligible porosity
  C: It has reservoirs of igneous rock dominated by basalts that are interspersed with thin layers of volcaniclastic and sedimentary rocks.
  D: Overcoming the challenges that have arisen with the discovery of Pre Salt offshore Brazil.
  E: Deep and ultra deepwater exploratory campaigns, inclined, horizontal and complex trajectory development wells, extended reach wells, long horizontal section wells and drilling through sensitive formations (heavy oil reservoirs, salt zones and fractured carbonates).
 ",B,B,1
A798,"What is the depth and estimated volume of oil in Albacora?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the depth and estimated volume of oil in Albacora?
  A: It has from 230m to 1900m and volume of 4.4 billion bbl
  B: Over the Jubarte Field, in the Santos Basin.
  C: In high water depths.
  D: It is a solution for the sand production problems associated with the production of hydrocarbons from sandstone reservoirs
  E: It followed the start-up of operations at the Marlim Sul floating production, storage, and offloading vessel (FPSO), at the Marlim Sul field, in the Campos basin.
 ",A,A,1
A852,"What is the gas production in the state of Bahia in 2010?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the gas production in the state of Bahia in 2010?
  A: In order to expand the local gas networks, boost oil and gas output, and improve refining capabilities.
  B: The state's gas production will be increased to 11 million cu m/day of gas.
  C: The state's gas production is 11 million m3 / day of gas in 2010
  D: 40 million cu m/day.
  E: 4.5 million m³
 ",C,C,1
A859,"Who will perform the installation of the camarupim pipeline?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Who will perform the installation of the camarupim pipeline?
  A: Global's pipelay barge Iroquois.
  B: A subsea deepwater well installation was carried out in the well 8-MLS-67HA-RJS in a water depth of 1180 m in the MarlimSul field, about 100 Km offshore Campos (Campos Basin), Rio de Janeiro State, Brazil.
  C: The project is a joint venture between Shell, Petrobras, and ONGC.
  D: About 80 km offshore
  E: Petrobras
 ",A,E: Petrobras,0
A867,"Where is located Albacora Leste field?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: Where is located Albacora Leste field?
  A: oil and natural gas
  B: It followed the start-up of operations at the Marlim Sul floating production, storage, and offloading vessel (FPSO), at the Marlim Sul field, in the Campos basin.
  C: The state's gas production will be increased to 11 million cu m/day of gas.
  D: Over the Jubarte Field, in the Santos Basin.
  E: In Campos Basin.
 ",E,E: In Campos Basin.,0
A874,"How much more gas was expected to be produced by day in Bahia with Petrobras' investments in 2010?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: How much more gas was expected to be produced by day in Bahia with Petrobras' investments in 2010?
  A: In order to expand the local gas networks, boost oil and gas output, and improve refining capabilities.
  B: The state's gas production will be increased to 11 million cu m/day of gas.
  C: The state's gas production is 11 million m3 / day of gas in 2010
  D: 40 million cu m/day.
  E: 4.5 million m³
 ",B,D,0
A888,"What is the most productive oil province in Brazil?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is the most productive oil province in Brazil?
  A: In Campos Basin.
  B: The Campos basin.
  C: The first floating unit from Brazil was on stream in 1977 at Campos Basin.
  D: oil and natural gas
  E: 62%.
 ",B,B,1
A897,"What is Petrobras' interest in artificial lifiting?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: What is Petrobras' interest in artificial lifiting?
  A: The methods are gas lift, electrical submersible pump, hydraulic jet pump, progressing cavity pump, multiphase pump, subsea separation system.
  B: Petrobras is studying manners of offshore gas exploration. Artificial lifting is one of them.
  C: They are generally higher than those found in other Brazilian fields.
  D: To do this test it is necessary to use safety equipment that is placed inside an explosion preventer, the BOP, in order to keep the well under control
  E: oil and natural gas
 ",B,E,0
A903,"According to Lobão, what woudn't be delayed by the global financial crisis?
 ","Answer the following question with the correct alternative. GIVE ONLY THE CORRECT LETTER. Question: According to Lobão, what woudn't be delayed by the global financial crisis?
  A: That the changes will be designed in a way to maintain the interest of foreign investors in the country.
  B: The development of the subsalt oil reserves
  C: This is effective in improving fatigue and adopting a slow wave configuration, instead of a simple catenary. SLWRs have been used successfully in Brazil, the Gulf of Mexico, the North Sea and Australia. However, it is probably the most computationally intensive aspect of it. Fatigue analysis requires a large number of load cases to be performed, in complex nonlinear models.
  D: It will have an impact on major economic interests and can jeopardize food security
  E: Equivalent to 80% of the country's production.
 ",B,B,1
